Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-27 00:00:00-05:00,369.2282799120271,369.32539495453733,361.25562983228724,363.58624267578125,123351100,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,365.4798605239039,370.8888454830009,365.0234761214335,366.7131652832031,94198100,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,364.7710304034042,365.7809736550831,357.6237830124259,359.37176513671875,126765100,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,362.91621971504975,366.4315652652623,359.6727785268605,365.3536682128906,75817600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,368.6747387026601,372.14154112221127,365.441018304529,370.5198059082031,64450700,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,371.3841280068641,372.6077124255952,369.4807975163341,370.8111877441406,52427100,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,371.88909096139474,375.07426902595574,370.92772012230654,375.0257263183594,47142600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,376.9776248711543,377.2398088328103,374.97717932128427,376.50177001953125,48669800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,378.01668240388983,379.26939842153,377.12329504452333,379.2208557128906,38365200,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,378.3468101905333,379.5898353172792,377.9195573474021,378.96832275390625,35551100,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,380.7842875768214,380.9396657295417,376.2978508451753,378.8032531738281,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,379.92971621933725,380.36671911878574,376.88050522468416,379.4150390625,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,378.57989298312185,381.5417091539169,378.5021890948684,381.28924560546875,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,382.5710909183838,382.7750414132022,380.21134635279043,380.9590759277344,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,379.13342748192235,381.3086622185551,378.0749120279299,381.0464782714844,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,378.3274058870707,380.2016047352775,376.530881293017,379.42474365234375,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,380.735734053748,381.0367699550442,378.2885652621122,378.75469970703125,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,375.8705316950702,378.3565226255617,375.55977541992144,375.8414001464844,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,373.53989543817215,377.7058844363593,369.2088375534838,376.29779052734375,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,375.1616282659039,380.89108971834605,374.13227402506885,380.4443664550781,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,379.1237161487006,380.55122138757366,369.772103220099,371.27728271484375,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,373.238901258256,374.43332444398567,367.29582797356414,369.3642272949219,152701600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,374.4430134673471,379.61894562302643,369.5681468170072,378.3176574707031,105348800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,378.55074775862994,378.79352053878887,374.8411725653184,375.3655700683594,79595300,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,374.6372794926805,375.64719299553593,370.2867802810871,370.39361572265625,119940200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,370.1994109331836,372.8990434477295,361.12942213056715,365.8100891113281,183433000,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,369.46136164326964,373.6370717199841,361.86745073571143,372.53973388671875,152039600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,373.5399777939447,376.4726628102321,370.3936515092287,370.6849670410156,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,374.69556941371235,378.6381975670664,374.17117183427183,375.9774169921875,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,378.42449290202,380.0850503841228,376.948445099634,378.3176574707031,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,380.8911271795254,384.2122426196939,380.41527232057814,382.1535339355469,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,380.7357508001413,382.8138706500215,379.8909061602887,382.668212890625,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,382.93037010728443,385.22216069131974,380.69687225828847,384.95025634765625,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,385.5911910312448,386.32920019337763,383.65869938551856,384.4647216796875,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,383.12460618213106,386.6108199995981,381.9301533491533,385.77569580078125,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,383.07608501443457,385.25131992002446,379.4539040016863,380.1628112792969,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,379.8491144154107,381.49563622388615,377.1893415557772,379.45941162109375,113624500,1.278,0.0,0.0
2021-03-22 00:00:00-04:00,379.99518570220687,383.9312516511617,379.9367317794551,382.48931884765625,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,381.82684983278887,383.33695917100005,378.66046660612733,379.4788513183594,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,380.9402505304863,382.6452260763389,377.5010724758631,377.5497741699219,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,376.0494140204292,380.50181324139567,374.0229121666429,379.6737060546875,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,380.8720545154605,386.21107449917685,380.2485360457997,385.7921447753906,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,384.25279020406725,386.54233487000727,382.7037016170906,385.5972900390625,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,384.2722884296221,385.2757871734115,382.9082841521168,384.5743103027344,76262200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,385.168567696121,387.76013396842256,385.13934073461587,386.1330871582031,112734200,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,388.1498463448078,390.36146217250115,387.9355053776396,390.302978515625,99682900,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,393.0796776448581,396.47015408782096,393.00174898598743,395.9050598144531,91684800,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,395.3205410666879,396.76244432376916,394.96978775252205,395.6712646484375,62021000,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,395.49587969461044,396.48962618378334,395.01849604771576,396.129150390625,55836300,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,397.4346741930006,398.06794489413784,396.46040242743106,398.0094909667969,57863100,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,397.8828575081058,401.0784676849442,397.75619742238365,400.903076171875,61104600,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,400.27957232910785,401.3317727838858,399.6463016097793,401.04925537109375,56704900,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,400.9420551312558,402.8905986460448,400.5426001428343,402.2378234863281,56551000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,402.2086058232522,403.30953769175136,400.2990414596798,400.8641357421875,61659900,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,403.095176096377,405.45292676547615,403.04647440283753,405.1703796386719,60229800,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,406.5148754539678,407.1578983575066,405.0339931422021,406.5246276855469,82037300,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,405.5503468732289,406.01797825992765,403.14389458779925,404.52734375,78498500,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,403.26086682283034,404.4105004752428,400.02627713044023,401.5656433105469,81851800,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,400.9225577904117,405.5795753388359,400.77639324911365,405.365234375,66793000,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,405.1899137990172,406.0570002414994,400.5523705094855,401.66302490234375,97582800,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,402.2475784020077,407.4891652489474,402.1696497431586,406.01800537109375,73209200,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,406.70002154808486,407.4599523608776,406.08622555844147,406.8656311035156,52182400,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,407.17740911026993,407.38202759705257,405.5893413078819,406.7779541015625,51303100,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,407.0604657160243,408.2296036751765,406.1738748812763,406.6610107421875,51238900,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,409.50588363018204,409.895586359465,405.7257047180705,409.2525634765625,78544300,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,406.88512496778037,407.7717158483432,405.62830605660724,406.5635986328125,85527000,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,408.6387954360744,409.03825042387797,406.9240973637544,407.4404602050781,68128300,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,405.36531412814026,405.88167704273457,401.0785237404341,404.9268798828125,101591200,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,406.64159572900456,406.88516369522944,404.4689587666079,405.05352783203125,60162200,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,405.13142512166337,408.4244685271659,403.0367467208448,408.2880859375,74321400,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,409.08694520966736,411.9415540629539,408.37571618790435,411.2595520019531,67733800,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,411.62981054917765,411.86362625263195,407.0604737055534,407.1871337890625,81852400,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,402.47170363111564,404.58585687681216,399.50990890816604,403.5531311035156,116888000,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,400.6498225103092,401.97481795121405,393.6058263499311,394.97955322265625,134811000,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,396.5967783733259,401.7409316344538,396.5480469500679,399.72418212890625,106394000,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,402.5788304685117,406.7487124621888,402.5496035046566,405.86212158203125,82201600,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,404.7027763797902,405.67704817763854,402.7249760870389,404.82940673828125,65129200,0.0,0.0,0.0
2021-05-18 00:00:00-04:00,405.1021970421338,405.35551722106453,401.1758829307848,401.3415222167969,59810200,0.0,0.0,0.0
2021-05-19 00:00:00-04:00,396.4507030145669,400.47442066545625,394.90158465257565,400.289306640625,106467100,0.0,0.0,0.0
2021-05-20 00:00:00-04:00,401.20510457802385,405.9108538958666,401.07847422265206,404.5955810546875,78022200,0.0,0.0,0.0
2021-05-21 00:00:00-04:00,406.14465004130477,407.44044808825146,403.7869291123253,404.2643127441406,76578700,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,406.6025641137945,409.50590460059334,406.34924394720264,408.385498046875,51376700,0.0,0.0,0.0
2021-05-25 00:00:00-04:00,409.5156249915405,409.8858530077566,406.8753569166925,407.4794006347656,57451400,0.0,0.0,0.0
2021-05-26 00:00:00-04:00,408.0932196866453,408.81417129645985,407.01179227192335,408.2880859375,43088600,0.0,0.0,0.0
2021-05-27 00:00:00-04:00,409.35977478692035,409.8956123571185,408.2101115238612,408.5024108886719,56707700,0.0,0.0,0.0
2021-05-28 00:00:00-04:00,410.13915880709175,410.411953693841,408.98952533667796,409.23309326171875,58520200,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,411.69803235613887,411.8441671763526,408.41474122153784,408.8726501464844,54216600,0.0,0.0,0.0
2021-06-02 00:00:00-04:00,409.55460419444825,410.3924933468095,408.50240380365614,409.515625,49097100,0.0,0.0,0.0
2021-06-03 00:00:00-04:00,407.09947517366186,409.18440135249983,405.5698613209103,407.99578857421875,58138800,0.0,0.0,0.0
2021-06-04 00:00:00-04:00,409.92482526231504,412.03900797219234,408.06396271343664,411.72723388671875,55938800,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,411.7175226036131,411.9026366269982,410.3535480095248,411.32781982421875,51555000,0.0,0.0,0.0
2021-06-08 00:00:00-04:00,412.22412934245204,412.3215624694826,409.5059324125197,411.4154968261719,47134300,0.0,0.0,0.0
2021-06-09 00:00:00-04:00,412.29230080739677,412.37025919542685,410.56785056050217,410.8016662597656,48436300,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,412.07800245408885,413.7050494828274,410.70427561402505,412.7112731933594,51020100,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,413.28609388931363,413.5101573661297,411.9415940987587,413.39324951171875,45570800,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,413.51015492973653,414.42597276044563,412.21438657443053,414.3188171386719,42358500,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,414.47471678432356,414.5136662484717,412.64308106723894,413.55889892578125,51508500,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,413.70503133020344,413.93884704338757,409.1162195644738,411.2498474121094,80386100,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,410.8211642184388,412.1364072383847,408.5316197580235,411.1134338378906,90949700,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,407.6884218864483,408.4117320917099,405.3523100947515,405.5673522949219,118676300,1.376,0.0,0.0
2021-06-21 00:00:00-04:00,407.4049920635593,411.56897789749655,406.5546073126145,411.37347412109375,72822000,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,411.36371636578855,414.4427069253577,410.61105367966434,413.57275390625,57700300,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,413.65091603542277,414.49151653732173,412.9862510111746,413.07421875,49445400,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,415.3126252352143,415.95772201271046,415.0486921783713,415.51788330078125,45110300,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,416.2998478020585,417.4630265819152,415.95773113215597,416.99383544921875,58129500,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,417.54124683708034,418.01040814775183,416.29010029247866,417.83447265625,53159600,0.0,0.0,0.0
2021-06-29 00:00:00-04:00,418.235231144389,418.89989621563893,417.5021367726522,418.0592956542969,35970500,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,417.580347539713,419.11496568348383,417.5510249561238,418.41119384765625,64827900,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,419.20291873301034,420.89393387318296,419.1344894304727,420.7277526855469,53441000,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,421.9398240964878,424.315042782709,420.8157221577799,423.943603515625,57697700,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,424.0022635476707,424.2270899092328,420.3172529896804,423.1714172363281,68710400,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,423.8849452343434,424.96015628218873,421.78341399473305,424.6669006347656,63549500,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,419.11491872933317,421.9984350545357,417.8833106971919,421.2066955566406,97595200,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,422.780409584692,426.01579702023645,421.00142675309195,425.7030029296875,76238600,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,425.615072963484,427.4918078436752,425.1654500619641,427.2278747558594,52889600,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,426.4067963782128,427.97073708071264,425.49776647171103,425.7714538574219,52911300,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,427.5406555877894,428.0489534716748,425.1067916827436,426.40679931640625,64130400,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,425.00902358238176,425.7127953850251,422.9661374761626,424.95037841796875,55126400,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,426.1819344367673,426.2307954579101,421.2066713992871,421.6171875,75874700,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,416.5833400436961,421.68567827569547,412.4584610145343,415.3908386230469,147987000,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,416.08486168098693,422.6729575524304,415.25401532199754,421.3435974121094,99608200,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,422.59470633594333,424.9015255560374,421.29469872689003,424.7548828125,64724400,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,424.9405763715484,425.89849706606793,423.9142562078876,425.64434814453125,47878500,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,427.6579425705419,430.375277979566,426.9444164386591,430.0234069824219,63766600,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,429.4075936675004,431.08882466472755,429.3587326399555,431.07904052734375,43719200,0.0,0.0,0.0
2021-07-27 00:00:00-04:00,429.99405663097247,430.02337921217423,426.16240365239173,429.1143493652344,67397100,0.0,0.0,0.0
2021-07-28 00:00:00-04:00,429.7692618286152,430.3752817710498,427.45268825461096,428.93841552734375,52472400,0.0,0.0,0.0
2021-07-29 00:00:00-04:00,429.90609872404946,431.84144878701886,429.89631458686307,430.7173767089844,47435300,0.0,0.0,0.0
2021-07-30 00:00:00-04:00,428.03915938658054,430.1406906885408,427.9023007811187,428.6256408691406,68951200,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,430.4143615583568,430.9910588813501,427.3549096245912,427.7263488769531,58783300,0.0,0.0,0.0
2021-08-03 00:00:00-04:00,428.5571793398371,431.3331596635406,426.2699285765676,431.2060852050781,58053900,0.0,0.0,0.0
2021-08-04 00:00:00-04:00,429.86700792225116,431.1767996772075,428.84068768901824,429.0850524902344,46732200,0.0,0.0,0.0
2021-08-05 00:00:00-04:00,430.2970422938207,431.89030538512463,429.964709782396,431.8023376464844,38969700,0.0,0.0,0.0
2021-08-06 00:00:00-04:00,432.13470609239675,432.95576821766633,431.841450442859,432.5158996582031,46930000,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,432.486580386727,432.8189129283309,431.3625082957781,432.1640319824219,41222600,0.0,0.0,0.0
2021-08-10 00:00:00-04:00,432.63316982308885,433.44447760300983,431.91964375147654,432.70159912109375,43339300,0.0,0.0,0.0
2021-08-11 00:00:00-04:00,433.81593166989484,433.8745768331361,432.64296874569703,433.7768249511719,44034300,0.0,0.0,0.0
2021-08-12 00:00:00-04:00,433.62043862242353,435.22348600313234,432.6820861576867,435.07684326171875,38909400,0.0,0.0,0.0
2021-08-13 00:00:00-04:00,435.5460435838913,435.8881602715847,435.03777553597007,435.8686218261719,39470300,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,434.5099252087678,437.0317567513705,432.887339401173,436.8949279785156,73740000,0.0,0.0,0.0
2021-08-17 00:00:00-04:00,434.22647980802043,434.9302516484584,430.9129085219876,434.031005859375,92673900,0.0,0.0,0.0
2021-08-18 00:00:00-04:00,432.9752813228683,434.60765117033696,429.026367974777,429.2804870605469,89351900,0.0,0.0,0.0
2021-08-19 00:00:00-04:00,426.4360852042916,431.1963362388153,426.28947230028245,429.9451599121094,92812200,0.0,0.0,0.0
2021-08-20 00:00:00-04:00,430.3068802095446,433.70841918082675,429.7985823276286,433.3663024902344,72008700,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,435.12573550196106,438.1265423668137,433.444504506216,437.17840576171875,54973000,0.0,0.0,0.0
2021-08-24 00:00:00-04:00,437.87237548828125,438.4295343614675,437.3347848890435,437.87237548828125,38744700,0.0,0.0,0.0
2021-08-25 00:00:00-04:00,438.0678580243034,439.328758786081,437.6768505205092,438.7911682128906,40529700,0.0,0.0,0.0
2021-08-26 00:00:00-04:00,438.49793286211974,438.74229764844887,436.1031758539062,436.200927734375,57829600,0.0,0.0,0.0
2021-08-27 00:00:00-04:00,437.0415307511345,440.4919603604147,436.98288558845894,440.1009826660156,77235100,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,440.80476883736185,442.8574390870715,440.55061990434734,442.036376953125,48357400,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,441.93862862433645,442.2904996147071,440.75591135600786,441.3814697265625,59300200,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,442.35893689336956,442.89652752602484,441.3716935475501,441.6160583496094,48721400,0.0,0.0,0.0
2021-09-02 00:00:00-04:00,443.1017753860692,443.81530145258796,441.72355444746705,442.9747009277344,42501000,0.0,0.0,0.0
2021-09-03 00:00:00-04:00,441.79203672052546,443.4048384957932,441.3717065780116,442.8672180175781,47170500,0.0,0.0,0.0
2021-09-07 00:00:00-04:00,442.5055153213215,442.60326720046436,440.57991963798133,441.28369140625,51671500,0.0,0.0,0.0
2021-09-08 00:00:00-04:00,440.72658582258407,441.4890027929695,438.74231504242687,440.7461242675781,56181900,0.0,0.0,0.0
2021-09-09 00:00:00-04:00,440.54088070336974,442.36872466503877,438.6055007164736,438.8596496582031,57970400,0.0,0.0,0.0
2021-09-10 00:00:00-04:00,440.87322226899704,441.3130610274949,435.2723701066159,435.3994445800781,89948200,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,438.52735703993056,438.80104445222184,434.0994377505004,436.5137634277344,83738600,0.0,0.0,0.0
2021-09-14 00:00:00-04:00,438.018965552914,438.2340077473324,433.22942194597806,434.15802001953125,78197100,0.0,0.0,0.0
2021-09-15 00:00:00-04:00,434.59789734478346,438.3024760021326,433.44450266751164,437.784423828125,78792200,0.0,0.0,0.0
2021-09-16 00:00:00-04:00,437.23700596352194,438.25354193664697,434.0113730785557,437.09039306640625,77786700,0.0,0.0,0.0
2021-09-17 00:00:00-04:00,436.28440084268266,436.72564867566,432.4600734053703,432.83270263671875,118425000,1.428,0.0,0.0
2021-09-20 00:00:00-04:00,426.4392931921556,428.08667840459185,420.5361179597119,425.6156005859375,166445500,0.0,0.0,0.0
2021-09-21 00:00:00-04:00,428.05723841513384,429.410458310188,424.6644031200972,425.2135314941406,92526100,0.0,0.0,0.0
2021-09-22 00:00:00-04:00,427.58655294551386,431.48931461497943,425.3312063574085,429.3614196777344,102350100,0.0,0.0,0.0
2021-09-23 00:00:00-04:00,431.3127715436921,436.2549564338807,431.0676238992914,434.578125,76396000,0.0,0.0,0.0
2021-09-24 00:00:00-04:00,432.87194620444336,436.0392648302609,432.6463995780624,435.29400634765625,62094800,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,434.2153286662603,435.43125145511027,433.3229876138701,434.04864501953125,61371100,0.0,0.0,0.0
2021-09-28 00:00:00-04:00,431.1558849133062,431.4990976096341,424.53689833866224,425.3017578125,130436300,0.0,0.0,0.0
2021-09-29 00:00:00-04:00,426.7432361283867,428.55733476815914,425.4292482830234,426.0176086425781,82329200,0.0,0.0,0.0
2021-09-30 00:00:00-04:00,427.55713821503736,428.292581226232,420.45767125638577,420.8106994628906,140506000,0.0,0.0,0.0
2021-10-01 00:00:00-04:00,422.6149405539851,427.5669110317796,418.93772586495464,425.8116455078125,129240100,0.0,0.0,0.0
2021-10-04 00:00:00-04:00,424.59576505965254,425.5371237347556,418.0846285708289,420.3204040527344,128570000,0.0,0.0,0.0
2021-10-05 00:00:00-04:00,421.8892819982713,427.0373825485812,421.05580394461134,424.69378662109375,90682500,0.0,0.0,0.0
2021-10-06 00:00:00-04:00,420.93810210447936,426.6745629089524,419.24169957499754,426.4588317871094,113032200,0.0,0.0,0.0
2021-10-07 00:00:00-04:00,429.8811558346543,433.1072775751308,429.69484121435295,430.1459045410156,72437500,0.0,0.0,0.0
2021-10-08 00:00:00-04:00,430.9500017124659,431.3520474812634,428.70444068196355,429.3614196777344,74557400,0.0,0.0,0.0
2021-10-11 00:00:00-04:00,428.67502035396956,431.7148574122315,426.1843116762031,426.2529602050781,65233300,0.0,0.0,0.0
2021-10-12 00:00:00-04:00,427.21390292181195,427.6355496810254,424.3799818361116,425.20367431640625,71181200,0.0,0.0,0.0
2021-10-13 00:00:00-04:00,426.27251967111374,427.5865074480929,423.16406431239596,426.7333984375,72974000,0.0,0.0,0.0
2021-10-14 00:00:00-04:00,430.5577133705619,434.0682445247232,430.06741806385503,433.9113464355469,70236800,0.0,0.0,0.0
2021-10-15 00:00:00-04:00,436.1176552168653,437.5983565509607,435.47046185080865,437.2159118652344,66260200,0.0,0.0,0.0
2021-10-18 00:00:00-04:00,435.3528119970347,438.86331319500346,434.6663866035951,438.51031494140625,62213200,0.0,0.0,0.0
2021-10-19 00:00:00-04:00,440.2067545177773,441.961990182275,439.5693466742577,441.89337158203125,46996800,0.0,0.0,0.0
2021-10-20 00:00:00-04:00,442.3738430292951,443.94279397740684,442.2561769451055,443.6289978027344,49571600,0.0,0.0,0.0
2021-10-21 00:00:00-04:00,443.0014201581394,445.0214344711125,442.5503568453569,444.7861022949219,41305400,0.0,0.0,0.0
2021-10-22 00:00:00-04:00,444.3350107943024,445.84512865464615,442.29536564587073,444.3251953125,58845100,0.0,0.0,0.0
2021-10-25 00:00:00-04:00,445.46272946678255,447.05128156805125,443.6094286570532,446.70806884765625,45214500,0.0,0.0,0.0
2021-10-26 00:00:00-04:00,448.3260907858515,449.5910312730726,446.71790763507636,447.1101379394531,56075100,0.0,0.0,0.0
2021-10-27 00:00:00-04:00,447.5905949806148,448.28680593320746,445.0508389717373,445.1293029785156,72438000,0.0,0.0,0.0
2021-10-28 00:00:00-04:00,446.61981157041754,449.50275049157835,446.6100260130339,449.42431640625,51437900,0.0,0.0,0.0
2021-10-29 00:00:00-04:00,447.021841588897,450.6402233742587,446.71786089041956,450.33624267578125,70162400,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,451.36583408171003,451.7580942557155,449.3066177944304,451.11090087890625,48433600,0.0,0.0,0.0
2021-11-02 00:00:00-04:00,451.28742934608357,453.25842612519665,451.1501322912043,452.934814453125,48908400,0.0,0.0,0.0
2021-11-03 00:00:00-04:00,452.3464401611623,456.12172002591194,451.88556137364355,455.7000732421875,52509800,0.0,0.0,0.0
2021-11-04 00:00:00-04:00,456.3276312986366,457.93581426101827,455.9648175614592,457.8475646972656,52847100,0.0,0.0,0.0
2021-11-05 00:00:00-04:00,460.1715391151066,461.514943401026,457.85735974598254,459.43609619140625,66390600,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,460.58347366560423,461.10318555077123,459.1125875839707,459.8283996582031,50405200,0.0,0.0,0.0
